id_skill,skill_name,skill_level
5d40521e-ec4a-4fa3-a27a-21eb077a542c,HTML,99
8ee70fd1-bd1c-44ad-8422-65bf1cb2583e,CSS,10
e37339f7-1361-4b0b-94b3-a714752f8d2c,JavaScript,99
e3304f5b-362a-4e6b-9223-3c279bbf6788,TailwindCss,99
37d18372-0edf-440f-b35e-fd6b77e153b6,ReactJS,99
15d3855a-0e30-46b0-bde5-1b9e606d55eb,NextJs,99
7607f900-3f34-4a88-b108-53926f430227,ExpressJS,99
75752d43-8850-470d-a5ac-031746649d0c,PostgreSql,99
